INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
FUTSTK,CENTRALBK,27-Mar-2008,0,XX,0,0,0,134.55,150.65,0,0,0,0,2-JAN-2008,
FUTSTK,CENTURYTEX,31-Jan-2008,0,XX,1224.4,1264,1214.2,1254.4,1254.4,6893,36409.67,5607875,-104125,2-JAN-2008,
FUTSTK,CENTURYTEX,28-Feb-2008,0,XX,1235.1,1270,1230,1267.4,1262.25,21,111.93,3400,-850,2-JAN-2008,
FUTSTK,CENTURYTEX,27-Mar-2008,0,XX,1280,1280,1280,1280,1270.6,4,10.85,1060,848,2-JAN-2008,
FUTSTK,CESC,31-Jan-2008,0,XX,648.35,680,630.15,671.05,671.05,4297,15608.73,1905750,248600,2-JAN-2008,
FUTSTK,CESC,28-Feb-2008,0,XX,0,0,0,595.6,670.25,0,0,0,0,2-JAN-2008,
FUTSTK,CESC,27-Mar-2008,0,XX,0,0,0,612.05,674.65,0,0,0,0,2-JAN-2008,
FUTSTK,CHAMBLFERT,31-Jan-2008,0,XX,87.1,93.9,86.25,92.9,92.9,7921,25016.26,20420550,1459350,2-JAN-2008,
FUTSTK,CHAMBLFERT,28-Feb-2008,0,XX,90.25,94.55,90.25,93.25,93.25,14,44.63,20700,6900,2-JAN-2008,
FUTSTK,CHAMBLFERT,27-Mar-2008,0,XX,0,0,0,86.35,93.55,0,0,0,0,2-JAN-2008,
FUTSTK,CHENNPETRO,31-Jan-2008,0,XX,434.7,436.7,421.6,426.65,426.65,672,2599.66,4612500,-20700,2-JAN-2008,
FUTSTK,CHENNPETRO,28-Feb-2008,0,XX,0,0,0,414,427.5,0,0,7200,0,2-JAN-2008,
FUTSTK,CHENNPETRO,27-Mar-2008,0,XX,0,0,0,416.2,430.3,0,0,0,0,2-JAN-2008,
FUTSTK,CIPLA,31-Jan-2008,0,XX,213,226.7,210.8,221.95,221.95,4202,11536.61,7976250,468750,2-JAN-2008,
FUTSTK,CIPLA,28-Feb-2008,0,XX,215,227.95,215,224,224,23,63.93,21250,13750,2-JAN-2008,
FUTSTK,CIPLA,27-Mar-2008,0,XX,0,0,0,219.55,223.3,0,0,0,0,2-JAN-2008,
FUTSTK,CMC,31-Jan-2008,0,XX,1455,1540,1415,1478.9,1478.9,1088,3235.14,347800,38200,2-JAN-2008,
FUTSTK,CMC,28-Feb-2008,0,XX,1539.5,1550,1539.5,1550,1479.55,2,6.17,600,200,2-JAN-2008,
FUTSTK,CMC,27-Mar-2008,0,XX,0,0,0,1400.95,1489.3,0,0,0,0,2-JAN-2008,
FUTSTK,COLPAL,31-Jan-2008,0,XX,421,421,406,417.4,417.4,273,620.69,168850,28600,2-JAN-2008,
FUTSTK,COLPAL,28-Feb-2008,0,XX,0,0,0,389,424.7,0,0,0,0,2-JAN-2008,
FUTSTK,COLPAL,27-Mar-2008,0,XX,0,0,0,411.5,427.5,0,0,0,0,2-JAN-2008,
FUTSTK,CORPBANK,31-Jan-2008,0,XX,460,490,453,478.9,478.9,1157,3294.54,516000,32400,2-JAN-2008,
FUTSTK,CORPBANK,28-Feb-2008,0,XX,0,0,0,424.1,478.2,0,0,0,0,2-JAN-2008,
FUTSTK,CORPBANK,27-Mar-2008,0,XX,0,0,0,432.95,481.35,0,0,0,0,2-JAN-2008,
FUTSTK,CROMPGREAV,31-Jan-2008,0,XX,398.5,399,385,389.4,389.4,1179,2296.28,3025500,154500,2-JAN-2008,
FUTSTK,CROMPGREAV,28-Feb-2008,0,XX,393,393,391,391,391,2,3.92,1000,1000,2-JAN-2008,
FUTSTK,CROMPGREAV,27-Mar-2008,0,XX,0,0,0,397.8,392.6,0,0,0,0,2-JAN-2008,
FUTSTK,CUMMINSIND,31-Jan-2008,0,XX,414.95,419,402,412.55,412.55,372,725.44,1293425,-12825,2-JAN-2008,
FUTSTK,CUMMINSIND,28-Feb-2008,0,XX,0,0,0,417.8,413.8,0,0,0,0,2-JAN-2008,
FUTSTK,CUMMINSIND,27-Mar-2008,0,XX,0,0,0,416.15,416.55,0,0,0,0,2-JAN-2008,
FUTSTK,DABUR,31-Jan-2008,0,XX,119.9,120.4,117,118.3,118.3,1069,3415.81,6666300,858600,2-JAN-2008,
FUTSTK,DABUR,28-Feb-2008,0,XX,120.75,120.75,118.3,119.65,119.65,13,42,45900,10800,2-JAN-2008,
FUTSTK,DABUR,27-Mar-2008,0,XX,0,0,0,114.5,118.75,0,0,0,0,2-JAN-2008,
FUTSTK,DCB,31-Jan-2008,0,XX,157.5,163.9,153.1,160.75,160.75,6629,14793.78,6116600,40600,2-JAN-2008,
FUTSTK,DCB,28-Feb-2008,0,XX,155.4,165.8,155,165.8,160.75,5,11.11,11200,4200,2-JAN-2008,
FUTSTK,DCB,27-Mar-2008,0,XX,0,0,0,150,161.8,0,0,0,0,2-JAN-2008,
FUTSTK,DENABANK,31-Jan-2008,0,XX,95.05,99,94,96.8,96.8,10587,26920,14337750,-546000,2-JAN-2008,
FUTSTK,DENABANK,28-Feb-2008,0,XX,98,99.5,95,97.65,97.65,53,136.07,110250,42000,2-JAN-2008,
FUTSTK,DENABANK,27-Mar-2008,0,XX,96.25,98.9,96.25,98.9,97.5,2,5.12,5250,2625,2-JAN-2008,
